ID,LAT,LON,REGION,SUBREGION,COUNTRY,LOCATION,MONTH,YEAR,DEPTH,SEVERITY,BLEACHING,SURVEY_TYP,WATER_TEMP,SOURCE,REFERENCE,COUNTRY
"2,612",-5.235,151.023,Australia,Australia and Papua New Guinea,Papua New Guinea,"Tamane Puli Marine Reserve, Kimbe Bay",4,"1,999",6-20m,1,Low,50m transects,,"Srinivasan, M. 2000. Coral Bleaching And Climate Change.  In Munday P.L. (Ed.) The Status Of Coral Reefs In Papua New Guinea. Global Coral Reef Monitoring Network (GCRMN).",,PNG
51,-8.1036,115.0568,Asia,Southeast Asia,Indonesia,Bali,5,"1,998",,3,HIGH,,,NOAA database,0,IDN
"2,081",-8.1,114.9,Asia,Southeast Asia,Indonesia,Bali Barat,1,"1,998",,3,HIGH,,,ReefBase,8838,IDN
501,-1.5,123.25,Asia,Southeast Asia,Indonesia,"Banggai Island, Sulawesi",10,"1,998",,0,No Bleaching,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,0,IDN
270,1.8148,125.1641,Asia,Southeast Asia,Indonesia,"Bangka, N Sulawesi",0,"1,998",,0,No Bleaching,,,"Wilkinson, Clive",0,IDN
27,-8.1979,114.4281,Asia,Southeast Asia,Indonesia,"Barat National Park, Bali",0,"1,998",,3,HIGH,,,"Wilkinson, Clive",0,IDN
"3,896",1.6142,124.73,Asia,Southeast Asia,Indonesia,Bunaken National Park,12,"1,998",,2,Medium,,30C at 5 meter,"Harahap, Z. 1998. Documenting Coral-bleaching in Bunaken National Park 
online document http://www.nrm.or.id/Content/Resources/headlineNews/HeadlineNews.asp?NewsID=1998-13-07",,IDN
269,1.6142,124.7387,Asia,Southeast Asia,Indonesia,"Bunaken, N Sulawesi",0,"1,998",,0,No Bleaching,,,"Wilkinson, Clive",0,IDN
502,1.6333,124.7667,Asia,Southeast Asia,Indonesia,"Bunaken, N Sulawesi",11,"1,998",,3,HIGH,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,0,IDN
381,-1.0912,117.1308,Asia,Southeast Asia,Indonesia,East Kalimantan,1,"1,998",,3,HIGH,,23,Coral Listserver,0,IDN
"1,828",-8.383333,116.05,Asia,Southeast Asia,Indonesia,Gili Islands,3,"1,998",20,3,HIGH,,,ReefBase,8838,IDN
67,-8.3295,116.0603,Asia,Southeast Asia,Indonesia,"Gili Islands, Lombok Strait",3,"1,998",,3,HIGH,,,"Wilkinson, Clive",0,IDN
"2,087",-5.866667,110.333333,Asia,Southeast Asia,Indonesia,Karimun Jawa,1,"1,998",,2,Medium,,,ReefBase,8838,IDN
47,-5.9013,110.5041,Asia,Southeast Asia,Indonesia,"Karimunjawa, Java",2,"1,998",,2,Medium,,,"Wilkinson, Clive",0,IDN
"2,084",-7.666667,114,Asia,Southeast Asia,Indonesia,Lembongan,1,"1,998",,1,Low,,,ReefBase,8838,IDN
43,-8.2601,116.6871,Asia,Southeast Asia,Indonesia,Lombok Island,5,"1,998",,3,HIGH,,,NOAA database,0,IDN
268,1.5276,124.7984,Asia,Southeast Asia,Indonesia,"Manado, N Sulawesi",0,"1,998",,0,No Bleaching,,,"Wilkinson, Clive",0,IDN
160,1.1385,122.35,Asia,Southeast Asia,Indonesia,N. Sulawesi,10,"1,998",,2,Medium,,,NOAA database,0,IDN
57,-8.6551,115.4559,Asia,Southeast Asia,Indonesia,Nusa Lembongan (SE Bali),6,"1,998",,1,Low,,,NOAA database,0,IDN
58,-8.7144,115.6085,Asia,Southeast Asia,Indonesia,Nusa Penida,6,"1,998",,1,Low,,,NOAA database,0,IDN
"2,082",-8.666667,115.466667,Asia,Southeast Asia,Indonesia,Nusa Penida,1,"1,998",,1,Low,,,ReefBase,8838,IDN
52,-8.1185,114.6278,Asia,Southeast Asia,Indonesia,"Pemuteran, N.Bali",5,"1,998",,2,Medium,,,NOAA database,0,IDN
"2,066",-5.516667,106.483333,Asia,Southeast Asia,Indonesia,Seribu Islands,1,"1,998",,2,Medium,,,ReefBase,8838,IDN
267,-4.8,119.2988,Asia,Southeast Asia,Indonesia,"Spermonde Archipelago, near Ujung Pandang, SW Sulawesi",0,"1,998",,0,No Bleaching,,,"Wilkinson, Clive",0,IDN
350,1.2353,104.5662,Asia,Southeast Asia,Indonesia,Tanjong Berakit,0,"1,998",,2,Medium,,,Reef Check Data 2085,0,IDN
500,-0.3333,122,Asia,Southeast Asia,Indonesia,"Togean Islands, Sulawesi",10,"1,998",,1,Low,,,http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,0,IDN
"2,083",-8.3,115.616667,Asia,Southeast Asia,Indonesia,Tulamben,1,"1,998",,3,HIGH,,,ReefBase,8838,IDN
46,-8.2727,115.6128,Asia,Southeast Asia,Indonesia,"Tulamben, Bali",0,"1,998",,3,HIGH,,,"Wilkinson, Clive",0,IDN
56,-8.7243,115.9421,Asia,Southeast Asia,Indonesia,"W. of Lombok, Bali",6,"1,998",,3,HIGH,,,NOAA database,0,IDN
324,4.58,118.76,Asia,Southeast Asia,Malaysia,"Bodgaya Dead End Channel, Sabah",0,"1,998",,1,Low,,,Reef Check Data 2229,0,MYS
333,4.57,118.76,Asia,Southeast Asia,Malaysia,"Bodgaya South Rim, Sabah",0,"1,998",,1,Low,,,Reef Check Data 2234,0,MYS
"2,040",6.016667,116.033333,Asia,Southeast Asia,Malaysia,Gaya Island ( Pulau Gaya ),5,"1,998",1-2,1,Low,,,ReefBase,8838,MYS
345,4.65,118.83,Asia,Southeast Asia,Malaysia,"Kapikan, Sabah",0,"1,998",,2,Medium,,,Reef Check Data 2238,0,MYS
273,5.9714,116.0039,Asia,Southeast Asia,Malaysia,Mamutik Island,0,"1,998",,1,Low,,,"Wilkinson, Clive",0,MYS
334,4.6248,118.7808,Asia,Southeast Asia,Malaysia,"Mantabuan, Sabah",0,"1,998",,1,Low,,,Reef Check Data 2239,0,MYS
"2,571",2.478,104.514,Asia,Southeast Asia,Malaysia,Pulau Aur,6,"1,998",,0,No Bleaching,,,"Yasin, Z. &  A. L. Abdullah. 2001. The effect of thermal stress on the coral reefs of the Straits of Malacca ant the South China Sea during 1998 El Nino.  Paper Presented at Asian Wetland Symposium 2001, Penang, Malaysia.  Sept 2001.",,MYS
272,4.9427,118.2525,Asia,Southeast Asia,Malaysia,Pulau Baik,0,"1,998",,1,Low,,,"Wilkinson, Clive",0,MYS
48,6.0361,116.0322,Asia,Southeast Asia,Malaysia,"Pulau Gaya, Sabah",5,"1,998",1 to 2 m,2,Medium,,32,Coral Listserver,0,MYS
346,5.77,103.06,Asia,Southeast Asia,Malaysia,Pulau Lima,0,"1,998",,2,Medium,,,Reef Check Data 2288,0,MYS
11,6.05,100.04,Asia,Southeast Asia,Malaysia,Pulau Payar,6,"1,998",,3,HIGH,,"2 degrees above seasonal high (33C surface, 30C at 20 meter)",Nora Ibrahim,0,MYS
12,6.05,100.04,Asia,Southeast Asia,Malaysia,Pulau Payar,9,"1,998",,3,HIGH,,"2 degrees above seasonal high (33C surface, 30C at 20 meter)",Nora Ibrahim,0,MYS
13,6.05,100.04,Asia,Southeast Asia,Malaysia,Pulau Payar,12,"1,998",,3,HIGH,,"2 degrees above seasonal high (33C surface, 30C at 20 meter)",Nora Ibrahim,0,MYS
"2,568",6.05,100.04,Asia,Southeast Asia,Malaysia,Pulau Payar Marine Park,0,"1,998",1-10m,3,HIGH,,,"Yasin, Z. &  A. L. Abdullah. 2001. The effect of thermal stress on the coral reefs of the Straits of Malacca ant the South China Sea during 1998 El Nino.  Paper Presented at Asian Wetland Symposium 2001, Penang, Malaysia.  Sept 2001.",,MYS
"2,570",2.563,104.343,Asia,Southeast Asia,Malaysia,Pulau Pemanggil,6,"1,998",,1,Low,,,"Yasin, Z. &  A. L. Abdullah. 2001. The effect of thermal stress on the coral reefs of the Straits of Malacca ant the South China Sea during 1998 El Nino.  Paper Presented at Asian Wetland Symposium 2001, Penang, Malaysia.  Sept 2001.",,MYS
271,5.85,118.33,Asia,Southeast Asia,Malaysia,Pulau Sakar,0,"1,998",,2,Medium,,,"Wilkinson, Clive",0,MYS
"2,569",2.282,104.112,Asia,Southeast Asia,Malaysia,Pulau Tinggi and Pulau Besar,6,"1,998",,2,Medium,,,"Yasin, Z. &  A. L. Abdullah. 2001. The effect of thermal stress on the coral reefs of the Straits of Malacca ant the South China Sea during 1998 El Nino.  Paper Presented at Asian Wetland Symposium 2001, Penang, Malaysia.  Sept 2001.",,MYS
88,4.4939,118.6133,Asia,Southeast Asia,Malaysia,"Semporna, Sabah",5,"1,998",,1,Low,,,"Wilkinson, Clive",0,MYS
124,8.6366,111.924,Asia,Southeast Asia,Malaysia,"Spratly Islands, Malaysia",7,"1,998",,3,HIGH,,,"Wilkinson, Clive",0,MYS
802,1.9,109.7667,Asia,Southeast Asia,Malaysia,Talang Talang Islands,0,"1,998",10-20m,2,Medium,,,GCRMN 2000. Chapter 7,0,MYS
363,5.73,103,Asia,Southeast Asia,Malaysia,Terumbu Kili,0,"1,998",,3,HIGH,,,Reef Check Data 2280,0,MYS
801,6,116.0333,Asia,Southeast Asia,Malaysia,Tunku Abdul Rahman Park,0,"1,998",,2,Medium,,,GCRMN 2000. Chapter 7,0,MYS
351,5.9026,102.7834,Asia,Southeast Asia,Malaysia,Turtle Bay,0,"1,998",,2,Medium,,,Reef Check Data 1999,0,MYS
87,4.9736,118.3911,Asia,Southeast Asia,Malaysia,"Turtle Islands, Sabah",5,"1,998",,1,Low,,,"Wilkinson, Clive",0,MYS
2,13.302,121.533,Asia,Southeast Asia,Philippines,,0,"1,998",,3,HIGH,,,R@RSEA: UP Marine Science In,0,PHL
3,12.312,122.196,Asia,Southeast Asia,Philippines,,0,"1,998",,3,HIGH,,,R@RSEA: UP Marine Science In,0,PHL
4,12.15,122.211,Asia,Southeast Asia,Philippines,,0,"1,998",,3,HIGH,,,R@RSEA: UP Marine Science In,0,PHL
5,12.367,122.196,Asia,Southeast Asia,Philippines,,0,"1,998",,3,HIGH,,,R@RSEA: UP Marine Science In,0,PHL
6,9.76,123.74,Asia,Southeast Asia,Philippines,,0,"1,998",,3,HIGH,,,R@RSEA: UP Marine Science In,0,PHL
"2,187",14.824,121.885,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,188",14.453,122.033,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,189",13.788,120.675,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,190",10.575,119.822,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,191",9.8,119.389,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,192",5.581,124.873,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,193",6.625,122.468,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,194",9.556,123.661,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,195",12.35,122.773,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,196",5.242,120.148,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,197",11.842,121.902,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,198",10.573,124.041,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,199",10.307,125.378,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,200",6.269,124.125,Asia,Southeast Asia,Philippines,,0,"1,998",,2,Medium,,,R@RSEA: UP Marine Science In,0,PHL
"2,201",9.558,122.586,Asia,Southeast Asia,Philippines,,0,"1,998",,3,HIGH,,,R@RSEA: UP Marine Science In,0,PHL
"2,023",9.083333,123.266667,Asia,Southeast Asia,Philippines,Apo Island,10,"1,998",,2,Medium,,,ReefBase,8838,PHL
370,9.07,123.27,Asia,Southeast Asia,Philippines,Apo Island Marine Reserve,0,"1,998",,3,HIGH,,,Reef Check Data 2338,0,PHL
"2,547",9.08,123.2667,Asia,Southeast Asia,Philippines,Apo Island Marine Reserve,8,"1,998",,3,HIGH,,,"Raymundo, L.J. & A. P. Maypa 2002. Recovery of Apo Island Marine Reserve, Philippines, 2 years after the El Nino bleaching event.  Coral Reef (online published 25 June 2002)",,PHL
120,13.7163,120.8504,Asia,Southeast Asia,Philippines,Batangas,9,"1,998",,2,Medium,,,NOAA database,0,PHL
"2,217",16.416667,119.95,Asia,Southeast Asia,Philippines,Bolinao,0,"1,998",,3,HIGH,,,ReefBase,7267,PHL
83,16.31,119.77,Asia,Southeast Asia,Philippines,Bolinao (northwest),8,"1,998",15,3,HIGH,,33-34,Coral Listserver,0,PHL
"2,666",16.37,119.87,Asia,Southeast Asia,Philippines,"Bolinao, Pangasinan",8,"1,998",,3,HIGH,100m transect at 10m depth and video transect,"up to 35C, hotspot persisted for 7 month","Arceo, H.O.,  M.C. Quibilan, P.M. Ali±o, G. Lim and W.Y. Licuanan, 1999.   Coral bleaching in the Philippines reefs: coincident evidences with mesoscale thermal anomalies. Bulletin of Marine Science Vol. 69, no. 2.pp. 579-593",11292,PHL
161,10.4456,123.6308,Asia,Southeast Asia,Philippines,Cebu,11,"1,998",,2,Medium,,,NOAA database,0,PHL
377,11.9049,120.2632,Asia,Southeast Asia,Philippines,"Coron Island, North Palawan",8,"1,998",,3,HIGH,,32,Coral Listserver,0,PHL
145,11.1805,123.1675,Asia,Southeast Asia,Philippines,Danao Bay,10,"1,998",,3,HIGH,,,NOAA database,0,PHL
804,7,126,Asia,Southeast Asia,Philippines,Eastern Mindanao,0,"1,998",,2,Medium,,,GCRMN 2000. Chapter 7,0,PHL
73,11.1847,119.3872,Asia,Southeast Asia,Philippines,"El Nido, North Palawan",8,"1,998",,3,HIGH,,32,NOAA database,0,PHL
"3,985",9.87,122.37,Asia,Southeast Asia,Philippines,"Hilarys Reef and Convention Reef, Danjugan Island, Negros Occidental",8,"1,998",0-25m,3,HIGH,"1 m2 quadrat, with photographics and insitu observation",31C,"Beger, M., J-L.Solandt and T. Dacles, 2001.  Coral Reef Bleaching at Danjugan Island, Negros Occidental, Philippines - A two year monitoring programme: Danjugan Island.  Coral Cay Conservation Ltd 154 Clapham Park Road London Sw4 7de, UK.",14059,PHL
113,9.8664,118.78,Asia,Southeast Asia,Philippines,"Honda Bay, Palawan",12,"1,998",,3,HIGH,,32,Coral Listserver,0,PHL
"2,667",11,114,Asia,Southeast Asia,Philippines,Kalayaan Island Groups,8,"1,998",,3,HIGH,100m transect at 10m depth and video transect,,"Arceo, H.O.,  M.C. Quibilan, P.M. Ali±o, G. Lim and W.Y. Licuanan, 1999.   Coral bleaching in the Philippines reefs: coincident evidences with mesoscale thermal anomalies. Bulletin of Marine Science Vol. 69, no. 2.pp. 579-593",,PHL
121,13.2421,121.9158,Asia,Southeast Asia,Philippines,Marinduque Island,9,"1,998",,3,HIGH,,,NOAA database,0,PHL
89,9.3272,122.747,Asia,Southeast Asia,Philippines,"Negros Island, Philipines",7,"1,998",,3,HIGH,,,"Wilkinson, Clive",0,PHL
"2,668",10.4,119.17,Asia,Southeast Asia,Philippines,North Palawan Shelf,8,"1,998",,3,HIGH,100m transect at 10m depth and video transect,>1.8C temperature anomality,"Arceo, H.O.,  M.C. Quibilan, P.M. Ali±o, G. Lim and W.Y. Licuanan, 1999.   Coral bleaching in the Philippines reefs: coincident evidences with mesoscale thermal anomalies. Bulletin of Marine Science Vol. 69, no. 2.pp. 579-593",,PHL
803,9,124,Asia,Southeast Asia,Philippines,Northern Mindanao,0,"1,998",,2,Medium,,,GCRMN 2000. Chapter 7,0,PHL
"2,022",9.883333,118.783333,Asia,Southeast Asia,Philippines,Palawan,0,"1,998",,3,HIGH,,,ReefBase,7267,PHL
85,9.0889,118.2272,Asia,Southeast Asia,Philippines,Palawan area,8,"1,998",15,3,HIGH,,33-34,Coral Listserver,0,PHL
361,10.47,119.17,Asia,Southeast Asia,Philippines,Palph01,0,"1,998",,3,HIGH,,,Reef Check Data 2003,0,PHL
340,10.4865,119.1432,Asia,Southeast Asia,Philippines,Palph02,0,"1,998",,2,Medium,,,Reef Check Data 2004,0,PHL
335,10.52,119.14,Asia,Southeast Asia,Philippines,Palph03,0,"1,998",,2,Medium,,,Reef Check Data 2005,0,PHL
347,10.5,119.13,Asia,Southeast Asia,Philippines,Palph04,0,"1,998",,2,Medium,,,Reef Check Data 2006,0,PHL
326,9.9267,118.9121,Asia,Southeast Asia,Philippines,Palph05,0,"1,998",,1,Low,,,Reef Check Data 2333,0,PHL
320,9.92,118.88,Asia,Southeast Asia,Philippines,Palph07,0,"1,998",,0,No Bleaching,,,Reef Check Data 2335,0,PHL
327,9.92,118.89,Asia,Southeast Asia,Philippines,Palph08,0,"1,998",,1,Low,,,Reef Check Data 2336,0,PHL
328,9.91,118.83,Asia,Southeast Asia,Philippines,Palph09,0,"1,998",,1,Low,,,Reef Check Data 2337,0,PHL
325,9.91,118.79,Asia,Southeast Asia,Philippines,Palph10,0,"1,998",,1,Low,,,Reef Check Data 2331,0,PHL
323,9.89,118.77,Asia,Southeast Asia,Philippines,Palph11,0,"1,998",,1,Low,,,Reef Check Data 2332,0,PHL
"2,121",12.05,122.9,Asia,Southeast Asia,Philippines,Philippines,7,"1,998",28,3,HIGH,,,ReefBase,8838,PHL
80,10.8807,120.8045,Asia,Southeast Asia,Philippines,Philippines,8,"1,998",,2,Medium,,,NOAA database,0,PHL
114,10.484,119.2463,Asia,Southeast Asia,Philippines,"Port Barton, Palawan",12,"1,998",,3,HIGH,,32,Coral Listserver,0,PHL
"2,138",13.533333,120.933333,Asia,Southeast Asia,Philippines,Puerto Galera,0,"1,998",,3,HIGH,,,ReefBase,7267,PHL
84,13.54,120.76,Asia,Southeast Asia,Philippines,Puerto Galera (central Ph,8,"1,998",15,3,HIGH,,33-34,Coral Listserver,0,PHL
239,10.0844,118.7763,Asia,Southeast Asia,Philippines,Rita Island (St. Rita Island ),0,"1,998",,1,Low,,,ReefBase,0,PHL
"1,839",10.083333,118.783333,Asia,Southeast Asia,Philippines,Rita Island (St. Rita Island ),0,"1,998",,-1,Severity Unknown,,,ReefBase,7277,PHL
91,9.2,123.34,Asia,Southeast Asia,Philippines,Silliman Marine Lab,8,"1,998",,2,Medium,,,Coral Listserver,0,PHL
"2,669",8.72,119.8,Asia,Southeast Asia,Philippines,"Tubbataha Reefs, Sulu Sea.",8,"1,998",,3,HIGH,100m transect at 10m depth and video transect,,"Arceo, H.O.,  M.C. Quibilan, P.M. Ali±o, G. Lim and W.Y. Licuanan, 1999.   Coral bleaching in the Philippines reefs: coincident evidences with mesoscale thermal anomalies. Bulletin of Marine Science Vol. 69, no. 2.pp. 579-593",,PHL
200,-9.7509,150.0109,Australia,Australia and Papua New Guinea,Papua New Guinea,Cape Vogel,2,"1,998",,1,Low,,,"Wilkinson, Clive",0,PNG
156,-5.1503,150.5733,Australia,Australia and Papua New Guinea,Papua New Guinea,"Island of New Britain, nr Bismarck Sea",8,"1,998",,1,Low,,29.5-30,NOAA database,0,PNG
"2,091",-5.2,150.516667,Australia,Australia and Papua New Guinea,Papua New Guinea,Kimbe Bay,8,"1,998",50,2,Medium,,,ReefBase,8838,PNG
198,-5.2592,151.0228,Australia,Australia and Papua New Guinea,Papua New Guinea,"Kimbe Bay, New Britain",8,"1,998",,2,Medium,,,"Wilkinson, Clive",0,PNG
98,-4.9025,151.062,Australia,Australia and Papua New Guinea,Papua New Guinea,NE of Kimbe Bay. Island of New Britain (PNG),8,"1,998",165 ft,2,Medium,,31-31.5,Coral Listserver,0,PNG
"1,841",-10.116667,151.133333,Australia,Australia and Papua New Guinea,Papua New Guinea,Normanby ( Duau ),3,"1,998",,3,HIGH,,,ReefBase,8838,PNG
199,-10.1768,151.1928,Australia,Australia and Papua New Guinea,Papua New Guinea,Normanby Island,2,"1,998",,1,Low,,,"Wilkinson, Clive",0,PNG
49,-9.7357,147.3975,Australia,Australia and Papua New Guinea,Papua New Guinea,Papua New Guinea,5,"1,998",,1,Low,,,NOAA database,0,PNG
416,-9.2056,150.5861,Australia,Australia and Papua New Guinea,Papua New Guinea,Reefs to north of Fergusson Islands,3,"1,998",,0,No Bleaching,,,"Wilkinson, Clive. http://coral.aoml.noaa.gov/bulls/clive-bleaching.html",0,PNG
415,-9.924,151.0555,Australia,Australia and Papua New Guinea,Papua New Guinea,Reefs to north of Normanby Islands,3,"1,998",,0,No Bleaching,,,"Wilkinson, Clive. http://coral.aoml.noaa.gov/bulls/clive-bleaching.html",0,PNG
201,-9.1352,149.3407,Australia,Australia and Papua New Guinea,Papua New Guinea,Tufi,2,"1,998",,1,Low,,,"Wilkinson, Clive",0,PNG
388,-9.0092,160.1024,Pacific,Southwest Pacific,Solomon Islands,Florida Islands,11,"1,998",,0,No Bleaching,,30-32,Coral Listserver,0,SLB
385,-9.7951,159.7996,Pacific,Southwest Pacific,Solomon Islands,Guadalcanal,11,"1,998",,0,No Bleaching,,30-32,Coral Listserver,0,SLB
390,-8.4895,158.1295,Pacific,Southwest Pacific,Solomon Islands,Marovo Lagoon,11,"1,998",,0,No Bleaching,,30-32,Coral Listserver,0,SLB
389,-8.9979,159.2518,Pacific,Southwest Pacific,Solomon Islands,Russell Islands,11,"1,998",,0,No Bleaching,,30-32,Coral Listserver,0,SLB
"2,137",13.716667,120.87,Asia,Southeast Asia,Philippines,Arthur's Rock,0,"1,997",,-1,Severity Unknown,,,ReefBase,7034,PHL
240,13.6884,120.8681,Asia,Southeast Asia,Philippines,Arthur's Rock,0,"1,997",,2,Medium,,,ReefBase,0,PHL
"2,029",-9.6,147.216667,Australia,Australia and Papua New Guinea,Papua New Guinea,Motupore,0,"1,996",,1,Low,,,ReefBase,6280,PNG
"2,047",-2.683333,150.566667,Australia,Australia and Papua New Guinea,Papua New Guinea,New Ireland,3,"1,996",0 - 25,3,HIGH,,,ReefBase,6729,PNG
"1,837",10.383333,122.6,Asia,Southeast Asia,Philippines,Panubulon Island ( Panobolon ),0,"1,995",,-1,Severity Unknown,,,ReefBase,7084,PHL
"1,840",10.341667,122.595,Asia,Southeast Asia,Philippines,Unisan Island,0,"1,995",,-1,Severity Unknown,,,ReefBase,7084,PHL
"2,218",16.45,119.916667,Asia,Southeast Asia,Philippines,Silaqui ( Silaki ),10,"1,994",3,2,Medium,,,ReefBase,6356,PHL
"2,090",-5.866667,110.333333,Asia,Southeast Asia,Indonesia,Karimun Jawa,5,"1,983",15,-1,Severity Unknown,,,ReefBase,388,IDN
"2,086",-5.866667,106.616667,Asia,Southeast Asia,Indonesia,Pari Island ( Pulau Pari ),4,"1,983",,-1,Severity Unknown,,,ReefBase,625,IDN
"2,067",-5.833333,106.633333,Asia,Southeast Asia,Indonesia,Pari Islands,0,"1,983",15,-1,Severity Unknown,,,ReefBase,625,IDN
"2,065",-5.516667,106.483333,Asia,Southeast Asia,Indonesia,Seribu Islands,3,"1,983",0-15,3,HIGH,,,ReefBase,388,IDN
"2,085",-5.483333,106.4,Asia,Southeast Asia,Indonesia,Tikus Island,0,"1,983",,-1,Severity Unknown,,,ReefBase,625,IDN
"2,024",9.666667,123.55,Asia,Southeast Asia,Philippines,Alcoy,0,"1,981",,1,Low,,,ReefBase,18,PHL
